tic,angle,health,momx,momy,weapon,ray0,ray1,ray2,ray3,ray4,ray5,ray6,ray7,ray8,ray9,ray10,ray11,ray12,ray13,ray14,ray15,m0_dx,m0_dy,m0_present,m1_dx,m1_dy,m1_present,m2_dx,m2_dy,m2_present,last_fwd,last_side,last_turn,last_fire,last_use,cmd_fwd,cmd_side,cmd_turn,cmd_buttons
0,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
1,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
2,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
3,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
4,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
5,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
6,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
7,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
8,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
9,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
10,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
11,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
12,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
13,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
14,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
15,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
16,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
17,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
18,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
19,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
20,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
21,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
22,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
23,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
24,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
25,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
26,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
27,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
28,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
29,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
30,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
31,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
32,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
33,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
34,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
35,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
36,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
37,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
38,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
39,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
40,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
41,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
42,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
43,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
44,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
45,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
46,0.2500,65,0.00,0.00,1.00,1200.0,467.5,135.8,103.9,96.0,103.9,113.2,86.6,80.0,121.2,113.1,173.2,160.0,173.2,950.0,467.7,-208.0,192.0,1.0,-272.0,-224.0,1.0,-336.0,-480.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0
